店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,類型
汪汪寵物澡堂,"No.150, Sec. 2, Neihu Rd, 內湖區台北市台灣 11462",02 2797 6057,https://www.facebook.com/mico0724/,4.7,69,星期一: 13:00 – 19:00 | 星期二: 休息 | 星期三: 13:00 – 19:00 | 星期四: 13:00 – 19:00 | 星期五: 13:00 – 19:00 | 星期六: 13:00 – 19:00 | 星期日: 13:00 – 19:00,2,台北市,內湖區,美容
洗澡吧！Let's spa 寵物澡堂,114台灣台北市內湖區成功路四段328號,02 2793 7288,https://www.facebook.com/pages/%E6%B4%97%E6%BE%A1%E5%90%A7Lets-Spa/467243176791041,4.2,174,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台北市,內湖區,美容
米法寵物 Mira pet store,114台灣台北市內湖區康寧路一段157號1樓,02 2794 9310,http://www.facebook.com/mirapetstore,4.6,85,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 14:00 – 22:00,2,台北市,內湖區,美容
小毛怪幼幼班寵物,114台灣台北市內湖區東湖路113巷49弄23號,02 2633 5201,https://www.facebook.com/5LittleMonster/,4.7,64,星期一: 17:00 – 23:30 | 星期二: 17:00 – 23:30 | 星期三: 17:00 – 23:30 | 星期四: 17:00 – 23:30 | 星期五: 17:00 – 23:30 | 星期六: 17:00 – 23:30 | 星期日: 17:00 – 23:30,2,台北市,內湖區,美容
p'adore 寵物教養食育專校,114台灣台北市內湖區環山路二段141號1樓,02 2797 2097,https://www.padore.pet/,5,96,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,2,台北市,內湖區,美容
哈皮寵物器材,114台灣台北市內湖區文德路234號,02 2627 0792,,4.7,114,星期一: 12:00 – 23:00 | 星期二: 12:00 – 23:00 | 星期三: 12:00 – 23:00 | 星期四: 12:00 – 23:00 | 星期五: 12:00 – 23:00 | 星期六: 12:00 – 23:00 | 星期日: 12:00 – 22:30,2,台北市,內湖區,美容
千易寵物水族,11442台灣台北市內湖區環山路一段55號,02 2797 1734,https://line.me/ti/p/guCv82NE6d,4.8,172,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 休息,2,台北市,內湖區,美容
好時光寵物旅館,11490台灣台北市內湖區民權東路六段170號號 1F,02 8791 7135,https://www.goodtimeph.com/,4.3,372,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,2,台北市,內湖區,美容
小客廳寵物旅館 The Living Room Pet Hotel,114台灣台北市內湖區成功路四段30巷19號,02 8791 8081,https://info033269.wixsite.com/thelivingroomtw,4.8,113,星期一: 08:15 – 21:00 | 星期二: 08:15 – 21:00 | 星期三: 08:15 – 21:00 | 星期四: 08:15 – 21:00 | 星期五: 08:15 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,2,台北市,內湖區,美容
恩心寵物坊,"號 No, No. 19康寧路三段189巷12弄內湖區台北市台灣 114",02 2631 1299,,4.9,9,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,2,台北市,內湖區,美容
妹子寵物工坊,114台灣台北市內湖區康樂街162巷6號,02 2632 5339,,5,2,星期一: 休息 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,2,台北市,內湖區,美容
開花結狗寵物生活館,114台灣台北市內湖區星雲街32號,02 2794 0087,,5,6,星期一: 休息 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,2,台北市,內湖區,美容
咕咕G北極光寵物城,114台灣台北市內湖區環山路二段41號,,,5,6,,2,台北市,內湖區,美容
米瑞寵物生活館🐶台北寵物用品 台北狗飼料 台北貓飼料 內湖寵物用品 內湖狗飼料 內湖貓飼料🐶,114台灣台北市內湖區成功路二段223號,02 2794 9160,https://www.liondog1105.com.tw/,4.9,121,星期一: 12:00 – 21:30 | 星期二: 12:00 – 21:30 | 星期三: 12:00 – 21:30 | 星期四: 12:00 – 21:30 | 星期五: 12:00 – 21:30 | 星期六: 12:00 – 21:30 | 星期日: 休息,2,台北市,內湖區,美容
宜加寵物生活館_內湖店,114台灣台北市內湖區金龍路17號,02 2796 1100,https://www.facebook.com/yicharnh/,3.8,92,星期一: 11:30 – 22:30 | 星期二: 11:30 – 22:30 | 星期三: 11:30 – 22:30 | 星期四: 11:30 – 22:30 | 星期五: 11:30 – 22:30 | 星期六: 11:30 – 22:30 | 星期日: 11:30 – 22:30,2,台北市,內湖區,美容
狗骨頭寵物美容,115台灣台北市南港區興南街23號,02 2788 9379,,4.5,30,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,5,台北市,南港區,美容
飛朵寵物美容坊,115台灣台北市南港區東新街80巷9弄3號1樓,0955 910 226,https://m.facebook.com/%E9%A3%9B%E6%9C%B5%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E5%9D%8A-214681969310816/,4.8,16,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,台北市,南港區,美容
日夜寵物照顧/好溝通好配合/寵物旅館預約/陪同就醫/加line諮詢毛小愛平台下單諮詢,115台灣台北市南港區八德路四段925號,,https://fluv.com/,5,19,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台北市,南港區,美容
五集寵物中南店,115台灣台北市南港區中南街39號,02 2783 8507,https://www.facebook.com/WooGPet/,4.6,70,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 19:30 | 星期日: 休息,2,台北市,南港區,美容
俏妞寵物生活坊 （預約制）,115台灣台北市南港區興中路68巷15號,02 2786 5280,http://www.facebook.com/cuteniu/,4.6,52,,2,台北市,南港區,美容
甜心寵物舖,115台灣台北市南港區研究院路一段31號,02 2789 0101,,4.1,61,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,台北市,南港區,美容
甜心寵物舖(昆陽小舖),11558台灣台北市南港區忠孝東路六段468號,02 2783 3800,https://m.facebook.com/SWEETSHOP.spa,4.6,88,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,台北市,南港區,美容
寵蝦咪寵物美容住宿Chongshopme-文山店,116台灣台北市文山區興隆路一段261號,02 2933 1890,https://www.facebook.com/profile.php?id=61551489593108&mibextid=2JQ9oc,4.9,70,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台北市,文山區,美容
狗窩專業寵物美容剪藝,116台灣台北市文山區興隆路四段86號,02 2234 2907,,4.8,49,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,台北市,文山區,美容
烏托邦寵物美容,116台灣台北市文山區興隆路二段291號1樓,0926 402 109,,5,144,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台北市,文山區,美容
王子公主寵物美容旅館,11679台灣台北市文山區興隆路一段96號,02 8931 3637,https://www.princeprincess.com.tw/,4.9,76,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,台北市,文山區,美容
艾蜜莉寵物美容,116台灣台北市文山區新光路一段136號,02 2939 2016,https://www.facebook.com/sweet.puppy.tw/?ref=bookmarks,4.6,67,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台北市,文山區,美容
六畜馨旺寵物美容生活館,116台灣台北市文山區景興路225號,02 2930 2829,https://www.facebook.com/JOYNCEHIS,4.9,15,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 休息 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,台北市,文山區,美容
集寵文旅。睡覺間 寵物安親||貓狗住宿|手做鮮食.零食-文山寵物住宿|寵物安親|寵物鮮食|寵物照護|寵物安養|寵物旅館|寵物美容,11645台灣台北市文山區木柵路二段27號,02 2939 8586,https://www.facebook.com/petlovehotel/,4.9,55,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,5,台北市,文山區,美容
宇苑寵物美容,116台灣台北市文山區景興路274號,02 2933 2636,https://www.facebook.com/%E5%AE%87%E8%8B%91%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-530544554108628,5,7,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,台北市,文山區,美容
洗毛球寵物美容,116台灣台北市文山區興隆路二段244巷32號,0925 628 399,https://www.facebook.com/hairball.PetsGrooming,5,5,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台北市,文山區,美容
喜貓喜狗寵物美容,116台灣台北市文山區興隆路二段203巷46號,02 8663 8068,,2.5,11,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 休息 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,5,台北市,文山區,美容
筆勒太太寵物養生SPA館,116台灣台北市文山區萬慶街29號,02 2935 1125,https://www.mrsbillerpetfood.com/,4.7,107,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,2,台北市,文山區,美容
全滿屋寵物生活館,116台灣台北市文山區興隆路二段220巷31弄7號,02 2931 3199,,4.7,34,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台北市,文山區,美容
貓朋狗友,116台灣文山區興隆路四段211號,02 2936 1010,,4.8,57,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台北市,文山區,美容
寵到家-寵物到府服務（工作室）,116台灣台北市文山區景美街160號1樓,0908 727 057,,4.9,77,,2,台北市,文山區,美容
日不落寵物店 文山店,116台灣台北市文山區興隆路二段221號,02 2931 9998,https://www.facebook.com/RiBuLuoChongWuDian/,4.6,50,星期一: 休息 | 星期二: 休息 | 星期三: 12:00 – 22:30 | 星期四: 12:00 – 22:30 | 星期五: 12:00 – 22:30 | 星期六: 12:00 – 22:30 | 星期日: 12:00 – 22:30,2,台北市,文山區,美容
昆比寵物自助澡間,116台灣台北市文山區興隆路二段130巷30號,02 8663 7911,https://www.facebook.com/profile.php?id=61559519036431&mibextid=LQQJ4d,5,100,星期一: 13:00 – 21:00 | 星期二: 13:00 – 21:00 | 星期三: 13:00 – 21:00 | 星期四: 13:00 – 21:00 | 星期五: 13:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,台北市,文山區,美容
四足寵物店,116台灣台北市文山區木新路三段64號,02 2234 7587,,5,14,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,台北市,文山區,美容
LOVELY DOG 樂福犬,"後棟, No. 21號保儀路文山區台北市台灣 116",02 2936 0948,https://www.facebook.com/lovelydog999/,4.7,6,星期一: 休息 | 星期二: 休息 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,2,台北市,文山區,美容
毛毛窩寵物精品旅館,116台灣台北市文山區景隆街48號,,,4.6,108,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台北市,文山區,美容
哈哈窩寵物精品館-北市景興店,116台灣台北市文山區景興路169號,02 2933 7700,https://www.facebook.com/hahahouse107/,4.2,66,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,台北市,文山區,美容
貓狗甜園,116台灣台北市文山區木柵路一段325號,02 8661 5833,,4.1,24,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,2,台北市,文山區,美容
咕咕G寵物城-木柵店,116台灣台北市文山區興隆路四段70-1號,02 2939 8833,,4,254,星期一: 11:30 – 22:00 | 星期二: 11:30 – 22:00 | 星期三: 11:30 – 22:00 | 星期四: 11:30 – 22:00 | 星期五: 11:30 – 22:00 | 星期六: 11:30 – 22:00 | 星期日: 11:30 – 22:00,2,台北市,文山區,美容
百韾寵物生活館,116台灣台北市文山區興隆路四段165巷37號,02 2936 0208,https://www.facebook.com/%E7%99%BE%E9%9F%BE%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8-110916147761086/,4.4,7,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 休息,2,台北市,文山區,美容
恩凱寵物沙龍,116台灣台北市文山區興隆路四段54號,,,,,,5,台北市,文山區,美容
