店名,網站,地址,電話,營業時間,評分,評分數量,城市,區域,接受狗,接受貓,接受小型犬,接受中型犬,接受大型犬,接受兔子,接受倉鼠,接受鳥類,接受爬蟲類,接受其他小動物,支援寵物類型
樓上遇見貓｜台北專業純貓旅館｜採光獨立空間房間型｜高cp寄宿安親推薦｜近南京復興三民站｜貓咪安養認養領養中途｜貓生活用品飼料,https://my.matterport.com/show/?m=E63cPZ6ASft,105台灣台北市松山区光复北路38號2樓,02 2578 7708,星期一: 12:00 – 19:00 | 星期二: 12:00 – 19:00 | 星期三: 12:00 – 19:00 | 星期四: 12:00 – 19:00 | 星期五: 12:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 12:00 – 19:00,4.9,86.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
"貓咪摸摸茶Cat Patting House ～貓咪寄養, 咖啡 &瑜珈",https://www.instagram.com/willyyyghaur/,104台灣台北市中山區林森北路413號8F之21,0963 056 278,星期一: 14:00 – 19:30 | 星期二: 休息 | 星期三: 休息 | 星期四: 休息 | 星期五: 13:00 – 19:00 | 星期六: 13:00 – 20:00 | 星期日: 13:00 – 19:00,5.0,92.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
愛貓成癮 • CAT HOTEL & CAFÉ－五星級頂級貓旅館｜住宿｜貓咪寵物咖啡廳｜台北信義區｜市政府捷運站,https://www.iamcataholic.com/,110台灣台北市信義區莊敬路342號2樓,02 2758 8958,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,4.9,190.0,台北市,中正區,True,True,True,False,False,False,False,False,False,False,小型犬、貓
貓室友 Catroommate 貓旅館 台北貓住宿,http://www.cat-roommate.com/,11159台灣台北市士林區文林路512-1號1樓,0989 935 571,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,4.9,127.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
有毛公寓Apt.Meow｜貓咪專門旅館,https://aptmeow.tw/,105台灣台北市松山區八德路四段649號2樓,02 2746 6707,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,4.9,51.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
私房貓旅 The Cat Inn．七星級管家式貓咪旅館,https://www.thecatinn.vip/,241台灣新北市三重區五華街218號1樓,02 2857 0009,星期一: 11:00 – 20:30 | 星期二: 11:00 – 20:30 | 星期三: 11:00 – 20:30 | 星期四: 11:00 – 20:30 | 星期五: 11:00 – 20:30 | 星期六: 11:00 – 20:30 | 星期日: 11:00 – 20:30,5.0,177.0,台北市,中正區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
喵喵屋貓咪旅館,https://www.facebook.com/miauwoo,"3樓, No. 618號八德路四段松山區台北市台灣 105",02 2763 6300,星期一: 12:00 – 20:30 | 星期二: 12:00 – 20:30 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:30 | 星期五: 12:00 – 20:30 | 星期六: 12:00 – 20:30 | 星期日: 12:00 – 20:00,4.7,125.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
日巷貓旅｜貓旅館｜寵物旅館｜行李寄放,https://sunalley6.wixsite.com/cathotel,11568台灣台北市南港區南港路一段287巷2弄6號1樓,0905 050 700,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5.0,76.0,台北市,中正區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
就是貓旅館,https://m.facebook.com/JustCatHotel/,116台灣台北市文山區木柵路三段85巷23弄18號,02 2234 1487,星期一: 13:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 13:00 – 20:00 | 星期四: 休息 | 星期五: 13:00 – 20:00 | 星期六: 13:00 – 19:30 | 星期日: 13:00 – 19:30,5.0,53.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
專業貓咪保姆/到府照護/可長期配合/寵物旅館/過年有空/毛小愛平台下單,https://fluv.com/,111台灣台北市士林區中正路707巷7-1號,0908 708 372,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 17:00,5.0,17.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
狗狗家 Doghome Hotel,https://www.facebook.com/doghome99,103台灣台北市大同區華陰街73號,02 2555 1513,,4.8,71.0,台北市,大同區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
Meow Fun House 喵房精緻貓旅館,https://meowfunhouse.com.tw/,11577台灣台北市南港区八德路四段917號1樓,0983 553 168,星期一: 11:30 – 19:30 | 星期二: 11:30 – 19:30 | 星期三: 11:30 – 19:30 | 星期四: 11:30 – 19:30 | 星期五: 11:30 – 19:30 | 星期六: 11:30 – 19:30 | 星期日: 11:30 – 19:30,4.9,70.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
貓寓寵物美容旅館,https://lin.ee/O933eG4,234台灣新北市永和區仁愛路287號,02 2929 6000,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 21:00,4.6,30.0,台北市,中正區,False,True,False,False,False,False,False,False,False,False,貓
MOMO寵物旅館 住宿全天不關籠 開放大空間,http://www.momopethotel.com/,241台灣新北市三重區永安北路二段107號1F,02 2857 0755,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,4.6,84.0,台北市,大同區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
3天2夜寵物旅館、美容Spa,,104台灣台北市中山區樂群三路73號2樓,02 8501 5649,星期一: 08:00 – 19:00 | 星期二: 08:00 – 19:00 | 星期三: 08:00 – 19:00 | 星期四: 08:00 – 19:00 | 星期五: 08:00 – 19:00 | 星期六: 08:00 – 19:00 | 星期日: 08:00 – 19:00,4.4,45.0,台北市,大同區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛起來住寵物旅館 新北市板橋狗貓住宿,http://www.m769hotel.com/,220台灣新北市板橋區富山街89號,0919 330 540,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.9,290.0,台北市,中正區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
酉家寵物旅館,http://yuepet2019.com.tw/,111台灣台北市士林區士東路18號1樓,02 2834 1296,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.6,58.0,台北市,大同區,True,True,True,False,True,False,False,False,False,False,小型犬、大型犬、貓
喵汪美安宿-天母旗艦館 犬貓寵物美容 | 安親住宿 | 溫水舒緩泳池 國寶寵物,,111台灣台北市士林區中山北路七段20號,02 2872 1089,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,81.0,台北市,大同區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
喵屋貓住宿工作室,http://cp43052.pixnet.net/blog,241台灣新北市三重區仁愛街245巷28號3樓,0918 989 650,,5.0,13.0,台北市,大同區,False,True,False,False,False,False,True,False,False,True,貓、倉鼠、其他小動物
犬之森寵物精品旅舍,https://www.facebook.com/profile.php?id=61556579455811&mibextid=JRoKGi,114台灣台北市內湖區成功路二段412號,02 2794 8566,星期一: 09:00 – 20:00 | 星期二: 休息 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,5.0,25.0,台北市,大同區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
卡哇伊寵物旅館,http://kawaiipet.com.tw/,241台灣新北市三重區自強路二段20號,02 2980 9812,星期一: 11:00 – 19:00 | 星期二: 休息 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,4.3,96.0,台北市,大同區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
可麗貓旅 Cozy Pets Cats Hotel,,10462台灣台北市中山區明水路672巷36號1樓,02 8502 3881,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,4.9,28.0,台北市,中山區,False,True,False,False,False,False,False,False,False,False,貓
bibiQ puppy learning & care 狗狗幼兒園＆旅館,,10491台灣台北市中山區樂群二路279號,,,4.4,25.0,台北市,中山區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
星沐精緻寵物美容-住宿安親|一對一|純手吹無烘箱|皮毛調理SPA|預約|台北松山區|松山機場,https://www.facebook.com/profile.php?id=100089192907262&mibextid=LQQJ4d,105台灣台北市松山區民權東路三段156號,02 2712 7709,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,71.0,台北市,中山區,False,False,False,False,False,False,False,False,False,False,未明確說明
洛芙寵物旅館 Loft Dog Hotel,https://m.facebook.com/loftdoghotel/,241台灣新北市三重區吉祥街6號,02 2857 7276,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.5,87.0,台北市,大同區,False,False,False,False,False,False,False,False,False,False,未明確說明
一簍毛YiLouMao 小動物按摩 安親住宿 夜間保姆,https://instagram.com/yiloumao?igshid=YzcxN2Q2NzY0OA==,111台灣台北市士林區天母西路No. 3號5樓,,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,25.0,台北市,大同區,False,False,False,False,False,False,False,False,False,False,未明確說明
貓の行館 貓旅館（預約制）,http://www.catsonlyvilla.com/,241台灣新北市三重區忠孝路二段79號,02 2988 8557,,4.9,132.0,台北市,大同區,False,True,False,False,False,False,False,False,False,False,貓
LULU寵物旅館/過年有空/陪同散步/代理鏟屎官/貓狗到府陪玩照護/毛小愛/加line諮詢,https://fluv.com/,105台灣台北市松山區民生東路五段221號,0908 708 372,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5.0,20.0,台北市,中山區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
好時光寵物旅館,https://www.goodtimeph.com/,11490台灣台北市內湖區民權東路六段170號號 1F,02 8791 7135,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,4.3,371.0,台北市,中山區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
日夜寵物照顧/好溝通好配合/寵物旅館預約/陪同就醫/加line諮詢毛小愛平台下單諮詢,https://fluv.com/,115台灣台北市南港區八德路四段925號,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5.0,20.0,台北市,中山區,False,False,False,False,False,False,False,False,False,False,未明確說明
李老師 貓住宿/竉物旅館-只有貓,https://m.facebook.com/%E6%9D%8E%E8%80%81%E5%B8%AB%E6%84%9B%E8%B2%93%E6%88%BF-211833133002125/,114台灣台北市内湖区成功路四段182巷8弄7號1樓,02 2634 1985,星期一: 10:30 – 21:00 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,4.7,20.0,台北市,中山區,False,True,False,False,False,False,False,False,False,False,貓
小客廳寵物旅館 The Living Room Pet Hotel,https://info033269.wixsite.com/thelivingroomtw,114台灣台北市內湖區成功路四段30巷19號,02 8791 8081,星期一: 08:15 – 21:00 | 星期二: 08:15 – 21:00 | 星期三: 08:15 – 21:00 | 星期四: 08:15 – 21:00 | 星期五: 08:15 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.8,112.0,台北市,中山區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
宅貓寓所貓旅館,https://www.home-cat-home.com.tw/,235台灣新北市中和區中山路三段20號1樓,0939 999 560,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,101.0,台北市,中山區,True,True,True,False,False,False,False,False,False,False,小型犬、貓
星空貓旅,https://m.facebook.com/starhousecat/,220台灣新北市板橋區長江路一段136巷10號,0900 615 571,星期一: 09:30 – 22:00 | 星期二: 09:30 – 22:00 | 星期三: 09:30 – 22:00 | 星期四: 09:30 – 22:00 | 星期五: 09:30 – 22:30 | 星期六: 09:30 – 22:00 | 星期日: 09:30 – 22:00,5.0,50.0,台北市,中山區,False,True,False,False,False,False,False,False,False,False,貓
汪福寵物美容•旅館 Woof Pet Salon • Hotel,,114台灣台北市內湖區文德路208巷20號,02 8751 2789,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,41.0,台北市,松山區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
WOOF DOG HOTEL,https://www.woofdoghotel.com.tw/,114台灣台北市內湖區南京東路六段Section 451巷23號,02 2795 2671,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,4.5,85.0,台北市,中山區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
HIGH PETS CLUB 真善美雅舍《推薦寵物美容》松山區寵物住宿安親寄宿 寵物造型美容 呂惠真寵物美容教學 寵物買賣 寵物旅館,https://www.highpets.club/,105台灣台北市松山區八德路四段620號,02 2746 8558,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5.0,34.0,台北市,松山區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
翻肚肚澡堂（寵物美容／住宿／安親）,https://www.facebook.com/profile.php?id=61558756547505,105台灣台北市松山區民生東路五段202-1號,02 2765 8131,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 19:00,5.0,12.0,台北市,松山區,False,False,False,False,False,False,False,False,False,False,未明確說明
寵物華爾滋 －台北大安區 (寵物按摩，寵物安親，寵物住宿，寵物美容，老犬照護) 旗艦店,http://www.petswaltz.com/,106台灣台北市大安区安和路二段41號1樓,02 2711 7248,星期一: 休息 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5.0,68.0,台北市,松山區,True,True,True,False,False,False,False,False,False,False,小型犬、貓
Tiere堤柇 寵物住宿/寵物SPA,https://zh-tw.facebook.com/tiere.pethotel/,220台灣新北市板橋區文聖街194號1F,02 2250 1377,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.6,252.0,台北市,萬華區,False,False,False,False,False,False,False,False,False,False,未明確說明
DYNASTY朝代狗狗沙龍&安親照護-狗狗美容|老犬照護|一對一服務|純手吹服務|台北大安區|六張犁捷運站,https://www.instagram.com/dynastycorporation2024/,106033台灣台北市大安區基隆路二段232號,0910 198 875,星期一: 09:30 – 19:00 | 星期二: 09:30 – 19:00 | 星期三: 09:30 – 19:00 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 09:30 – 19:00,5.0,26.0,台北市,大安區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
