店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,類型
樂沛動物醫院,114台灣台北市內湖區成功路四段368號,02 2790 9218,https://www.facebook.com/%E6%A8%82%E6%B2%9B%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2Love-Pet-Animal-Hospital-449039425260835/,4.1,110,"星期一: 10:30 – 12:30, 13:30 – 17:30, 18:30 – 20:30 | 星期二: 10:30 – 12:30, 13:30 – 17:30, 18:30 – 20:30 | 星期三: 10:30 – 12:30, 13:30 – 17:30, 18:30 – 20:30 | 星期四: 10:30 – 12:30, 13:30 – 17:30, 18:30 – 20:30 | 星期五: 10:30 – 12:30, 13:30 – 17:30, 18:30 – 20:30 | 星期六: 10:30 – 12:30, 13:30 – 17:30, 18:30 – 20:30 | 星期日: 休息",5,台北市,內湖區,醫院
東湖動物醫院,114台灣台北市內湖區東湖路43巷15號,02 2634 6622,https://m.facebook.com/ccy8991l/,4.4,73,"星期一: 休息 | 星期二: 10:00 – 12:00, 14:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 21:00 | 星期日: 10:00 – 12:00, 14:00 – 21:00",5,台北市,內湖區,醫院
納嘉動物醫院,114台灣內湖區成功路五段55號,02 2633 0555,https://m.facebook.com/%E7%B4%8D%E5%98%89%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-Hlane-Animal-Hospital-115909665088433/,4.2,132,星期一: 10:00 – 21:30 | 星期二: 休息 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,台北市,內湖區,醫院
健生動物醫院,114台灣台北市內湖區成功路四段182巷8弄4號,02 2791 0198,,4,78,"星期一: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期二: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期三: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期四: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期五: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期六: 09:30 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期日: 休息",5,台北市,內湖區,醫院
亞馬森特寵專科醫院,114台灣台北市內湖區內湖路二段39-2號,02 8792 3248,https://www.facebook.com/share/19UJZmxKeQ/?mibextid=LQQJ4d,4.6,608,"星期一: 11:00 – 13:00, 14:00 – 20:30 | 星期二: 11:00 – 13:00, 14:00 – 20:30 | 星期三: 11:00 – 13:00, 14:00 – 20:30 | 星期四: 11:00 – 13:00, 14:00 – 20:30 | 星期五: 11:00 – 13:00, 14:00 – 20:30 | 星期六: 11:00 – 13:00, 14:00 – 20:30 | 星期日: 11:00 – 13:00, 14:00 – 20:30",4,台北市,內湖區,醫院
內湖家畜醫院,114台灣台北市內湖區內湖路一段45號,02 2799 2011,,4.5,64,星期一: 14:00 – 20:00 | 星期二: 14:00 – 20:00 | 星期三: 14:00 – 20:00 | 星期四: 14:00 – 20:00 | 星期五: 14:00 – 20:00 | 星期六: 休息 | 星期日: 休息,4,台北市,內湖區,醫院
純粹動物醫院(預約制，4/6已約滿),115台灣台北市南港區興中路80巷24號,02 2783 0673,https://www.facebook.com/pureah2020,4.9,182,"星期一: 休息 | 星期二: 休息 | 星期三: 休息 | 星期四: 09:30 – 12:00, 15:00 – 21:30 | 星期五: 09:30 – 12:00, 15:00 – 21:30 | 星期六: 09:30 – 12:00, 15:00 – 21:30 | 星期日: 09:30 – 12:00, 15:00 – 21:30",5,台北市,南港區,醫院
啟正動物醫院,115台灣台北市南港區南港路一段289之1號,02 2651 7616,,4.4,134,"星期一: 10:00 – 18:00, 19:00 – 21:00 | 星期二: 10:00 – 18:00, 19:00 – 21:00 | 星期三: 10:00 – 18:00, 19:00 – 21:00 | 星期四: 10:00 – 18:00, 19:00 – 21:00 | 星期五: 10:00 – 18:00, 19:00 – 21:00 | 星期六: 10:00 – 18:00, 19:00 – 21:00 | 星期日: 休息",5,台北市,南港區,醫院
洪生動物醫院,115台灣台北市南港區忠孝東路七段571號,02 2783 3715,https://www.facebook.com/%E6%B4%AA%E7%94%9F%E4%B8%AD%E8%A5%BF%E9%86%AB%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-%E6%B4%AA%E7%94%9F%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-since1993-1100806283313830/,4.3,92,"星期一: 09:30 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期二: 09:30 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期三: 09:30 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期四: 09:30 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期五: 09:30 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期六: 09:30 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期日: 休息",5,台北市,南港區,醫院
黃動物醫院,115台灣台北市南港區富康街47巷12號,0932 311 948,,4,2,,5,台北市,南港區,醫院
自強動物醫院,116台灣台北市文山區興隆路四段108號,02 2937 2852,,4.7,487,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 09:30 – 17:00,5,台北市,文山區,醫院
朱動物醫院,11688台灣台北市文山區仙岩路62號,02 2933 2880,https://www.facebook.com/chuvetclinic/,4.8,209,"星期一: 09:00 – 13:00, 14:30 – 21:00 | 星期二: 09:00 – 13:00, 14:30 – 21:00 | 星期三: 09:00 – 13:00, 14:30 – 21:00 | 星期四: 09:00 – 13:00, 14:30 – 21:00 | 星期五: 休息 | 星期六: 09:00 – 13:00, 14:30 – 21:00 | 星期日: 09:00 – 13:00, 14:30 – 21:00",5,台北市,文山區,醫院
路加動物醫院,116台灣台北市文山區興隆路二段187號,02 5585 2108,https://www.facebook.com/Lukevet/,4.6,326,"星期一: 10:00 – 12:00, 14:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 21:00 | 星期三: 14:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 18:00 | 星期日: 休息",5,台北市,文山區,醫院
景文動物醫院(預約制度)-台北文山區動物醫療服務 中獸醫針灸 雷射治療中心 內科疾病 外科手術 中獸醫針灸推薦,116台灣台北市文山區景文街29號,02 8931 9955,https://www.facebook.com/Jingwenah,4.5,240,"星期一: 10:30 – 12:00, 14:00 – 20:30 | 星期二: 休息 | 星期三: 10:30 – 12:00, 14:00 – 20:30 | 星期四: 10:30 – 12:00, 14:00 – 20:30 | 星期五: 10:30 – 12:00, 14:00 – 20:30 | 星期六: 10:30 – 12:00, 14:00 – 19:00 | 星期日: 18:00 – 21:00",5,台北市,文山區,醫院
景興動物醫院,116台灣台北市文山區景華街92號,02 2933 0600,,4.6,205,"星期一: 09:30 – 12:30, 14:00 – 21:00 | 星期二: 休息 | 星期三: 09:30 – 12:30, 14:00 – 21:00 | 星期四: 09:30 – 12:30, 14:00 – 21:00 | 星期五: 09:30 – 12:30, 14:00 – 21:00 | 星期六: 09:30 – 12:30, 14:00 – 21:00 | 星期日: 09:30 – 12:30, 14:00 – 21:00",5,台北市,文山區,醫院
加恩動物醫院,116003台灣台北市文山區木柵路一段102號,02 2236 0117,,4.4,225,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:30 | 星期日: 休息,5,台北市,文山區,醫院
維拉動物醫院,116台灣台北市文山區興隆路一段94號,02 2933 3872,https://zh-tw.facebook.com/vila.hospital,4.8,112,星期一: 11:00 – 18:00 | 星期二: 休息 | 星期三: 11:00 – 18:00 | 星期四: 11:00 – 18:00 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,5,台北市,文山區,醫院
再興動物醫院,116台灣台北市文山區興隆路一段1號,02 2934 2899,https://www.facebook.com/TCVM.DOG.CAT/,4.7,111,"星期一: 休息 | 星期二: 10:00 – 12:00, 15:00 – 20:00 | 星期三: 10:00 – 12:00, 15:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 12:00, 15:00 – 20:00 | 星期六: 10:00 – 12:00, 15:00 – 18:00 | 星期日: 休息",5,台北市,文山區,醫院
締爾動物醫院,116台灣台北市文山區樟新街11-1號,02 2938 8211,,4.3,200,"星期一: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期二: 休息 | 星期三: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期四: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期日: 09:00 – 18:00",5,台北市,文山區,醫院
景美動物醫院,116台灣台北市文山區羅斯福路六段6號,02 2931 0850,,4.4,146,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,台北市,文山區,醫院
康禾動物醫院,116台灣文山區興隆路四段159號,02 2937 4998,,4.4,150,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,台北市,文山區,醫院
世安動物醫院,116台灣文山區興隆路三段298號,02 2230 6841,,4.6,70,星期一: 09:30 – 22:00 | 星期二: 09:30 – 22:00 | 星期三: 09:30 – 22:00 | 星期四: 09:30 – 22:00 | 星期五: 09:30 – 22:00 | 星期六: 09:30 – 22:00 | 星期日: 休息,5,台北市,文山區,醫院
木新動物醫院,11658台灣台北市文山區木新路三段133-2號1樓,02 2936 2748,https://sites.google.com/site/mushinhivet/,4.3,42,"星期一: 休息 | 星期二: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 17:00, 19:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00 | 星期日: 休息",5,台北市,文山區,醫院
靜心獸醫院,116台灣台北市文山區興隆路二段13號,02 2933 0562,,4.6,204,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,4,台北市,文山區,醫院
台北市立動物園獸醫室,116台灣台北市文山區新光路二段30號,02 2938 2300#701,https://www.zoo.gov.taipei/News_Content.aspx?n=677A17260B1C5975&s=24048444769ADA64,4.3,7,星期一: 08:30 – 17:30 | 星期二: 08:30 – 17:30 | 星期三: 08:30 – 17:30 | 星期四: 08:30 – 17:30 | 星期五: 08:30 – 17:30 | 星期六: 08:30 – 17:30 | 星期日: 08:30 – 17:30,2,台北市,文山區,醫院
躍犬綜合動物醫院,116台灣台北市文山區景文街88號,02 2933 0963,,,,,5,台北市,文山區,醫院
